,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2017-09-15,158.3,160.97,158.0,159.88,49199560,200742,159.672685,74.84,75.39,74.07,75.31,38705098,120321,75.020001,992.57,996.25,984.03,986.79,3768083,48732,989.442946,374.23,380.0,372.7,379.81,5423270,50888,377.146673,940.09,941.75,931.25,935.29,1999166,32280,936.678246
2017-09-18,160.11,160.5,157.995,158.67,28308412,161817,159.192275,75.25,75.97,75.04,75.16,23307071,100758,75.352924,990.46,992.7922,968.17,974.19,3412195,58576,979.584849,380.0,389.61,377.68,385.0,7187980,70836,384.941251,934.95,936.86,925.4,929.75,1473681,29075,931.502055
2017-09-19,159.45,159.77,158.44,158.73,20811098,128004,159.004686,75.34,75.71,75.01,75.44,16093429,86022,75.427654,976.88,978.24,967.46,969.86,2671054,47797,971.019467,380.37,382.39,373.57,375.1,6451936,64001,376.60779,933.41,937.94,926.66,936.86,1242726,27003,934.440101
2017-09-20,158.01,158.26,153.83,156.07,52954319,311285,155.699717,75.35,75.55,74.31,74.94,21587878,117328,74.941378,971.79,974.81,962.1626,973.21,2891171,49256,969.22341,373.04,378.249,371.07,373.91,4919052,55365,374.307057,937.73,950.0,937.5,947.54,2004018,35229,945.677683
2017-09-21,155.67,155.8,152.75,153.39,37571835,235915,153.811745,75.11,75.24,74.11,74.21,19186140,98378,74.47209,971.31,971.7,962.02,964.65,2337576,41738,965.902549,374.9,376.83,364.51,366.48,4618190,46718,369.372856,948.13,952.8,939.38,947.55,1370685,25038,947.737164
2017-09-22,152.01,152.27,150.56,151.89,46645581,288350,151.437373,73.98,74.51,73.85,74.41,14111414,83054,74.280984,961.01,965.61,954.42,955.1,2641798,51405,958.591155,366.48,369.8999,350.88,351.09,8159462,84566,357.832038,942.77,950.0,940.835,943.26,1074810,22326,944.229518
2017-09-25,150.0,151.83,149.16,150.55,44390558,276760,150.42231,74.09,74.25,72.92,73.26,24149826,136876,73.262166,949.31,949.42,932.89,939.79,5124191,95420,940.251826,353.19,357.469,342.88,344.99,7605946,75398,348.872855,939.45,939.75,924.5101,934.28,1873375,37051,930.783389
2017-09-26,151.91,153.92,151.69,153.14,37322305,222994,152.830128,73.67,73.81,72.99,73.26,18019592,91647,73.344731,945.49,948.63,931.75,938.6,3564948,62137,939.729481,350.93,351.24,340.9,345.25,7156274,68849,346.261065,936.69,944.08,935.12,937.43,1672749,28572,939.371166
2017-09-27,153.9,154.7189,153.54,154.23,25581986,157874,154.236934,73.69,74.17,73.17,73.85,19565691,111515,73.74861,947.37,955.3,943.3,950.87,3148933,52652,949.301932,349.9,351.489,340.5,340.97,6063313,62813,344.439961,942.74,965.43,941.95,959.9,2334635,39470,955.255147
2017-09-28,154.0,154.28,152.7,153.28,22005516,146454,153.215267,73.55,73.97,73.31,73.87,10884196,67961,73.743779,951.86,959.7,950.101,956.4,2522966,44313,955.187267,340.09,342.75,335.4,339.6,5319617,62438,338.291147,956.25,966.18,955.55,964.81,1400941,28151,962.259346
2017-09-29,153.23,154.13,152.0,154.12,26299810,152681,153.461295,73.94,74.535,73.88,74.49,17079193,81989,74.353653,960.05,964.83,958.375,961.35,2543759,42184,961.786976,341.78,344.68,338.601,341.1,5107086,53276,342.009784,968.33,975.81,966.0,973.72,2043242,36774,972.996029
2017-10-02,154.2,154.45,152.72,153.81,18699187,131395,153.602563,74.71,75.01,74.295,74.61,15490262,92481,74.689534,964.0,967.305,952.1201,959.19,2442937,44410,959.245385,342.52,343.7,335.51,341.53,5286879,55654,339.38698,975.65,977.74,961.95,967.47,1539126,29554,969.069227
2017-10-03,154.0,155.09,153.91,154.48,16244844,105129,154.550285,74.56,74.88,74.195,74.26,12190405,73335,74.388459,958.0,963.69,950.37,957.1,2670624,44586,957.734867,335.9,348.55,331.28,348.14,10153596,97877,340.676903,967.56,972.44,962.705,972.08,1083948,23276,968.448313
2017-10-04,153.7,153.86,152.46,153.48,20193608,134381,153.351923,74.0,74.72,73.71,74.69,13319045,86719,74.281587,954.05,967.79,954.05,965.45,2538384,43257,963.527487,351.16,358.62,349.6,355.01,8199752,79406,355.029468,971.9,974.4,965.61,966.78,1058080,19650,968.895778
2017-10-05,154.14,155.44,154.05,155.39,21282859,133116,155.06574,75.22,76.12,74.96,75.97,21195411,117090,75.676979,970.0,981.51,969.64,980.85,3229468,53405,976.503226,356.0,357.435,351.35,355.33,4182875,38147,354.149175,971.04,986.5085,970.27,985.19,1780966,31993,981.04712
2017-10-06,154.97,155.49,154.56,155.3,17407640,98628,155.05819,75.62,76.03,75.54,76.0,13959889,79286,75.840399,976.03,995.75,975.64,989.58,3783973,59515,988.357031,353.0,360.0992,352.25,356.88,4297474,41631,356.035308,980.0,994.26,978.51,993.64,1553033,27954,989.492117
2017-10-09,155.92,156.73,155.485,155.84,16314214,101898,155.996018,76.0,76.55,75.86,76.29,11386502,71876,76.289727,993.31,998.5,987.5,990.99,2941281,45488,992.340398,349.38,351.75,342.67,342.94,7493679,75900,347.73173,995.0,1000.46,991.5,992.31,1295467,23110,994.93362
2017-10-10,155.98,158.0,155.1,155.9,15617189,103893,155.836198,76.33,76.63,76.14,76.29,13944715,86723,76.356397,996.67,997.95,980.099,987.2,3084923,50888,986.421472,346.8,355.63,345.5305,355.59,6980365,69427,350.707969,995.3,997.47,981.11,987.8,1163400,23639,988.358968
2017-10-11,155.97,156.98,155.75,156.55,16987251,104338,156.532792,76.36,76.46,75.95,76.42,15566886,78280,76.269753,991.27,995.5,986.695,995.0,2337163,39297,991.622336,353.89,357.6,351.15,354.6,4500831,42095,354.723002,989.04,1007.565,987.94,1005.65,1831422,35731,1001.185701
2017-10-12,156.35,157.37,155.7299,156.0,16396882,110707,156.589331,76.4,77.29,76.37,77.12,17281202,100377,77.01185,996.81,1008.44,992.4,1000.93,4088284,66445,1001.966485,352.95,359.78,352.64,355.68,4096948,40949,356.713516,1003.84,1011.5388,1001.1,1005.65,1546323,30772,1006.554862
2017-10-13,156.68,157.28,156.41,156.99,16394190,102173,156.906386,77.57,77.87,77.29,77.49,15335742,85776,77.514716,1007.0,1007.77,1001.03,1002.94,2431482,40471,1004.384213,356.98,358.49,353.68,355.57,3540533,35788,356.073977,1009.11,1014.76,1007.06,1007.87,1327653,27492,1010.397324
2017-10-16,157.8,160.0,157.65,159.88,24121672,147314,159.292719,77.35,77.81,77.35,77.65,12380296,78257,77.566121,1008.5,1009.5717,1001.04,1006.34,2008909,38942,1004.672585,353.5,354.48,347.16,350.6,5375886,54054,350.42495,1009.63,1012.0,1001.52,1009.35,1071100,26169,1006.836334
2017-10-17,159.86,160.87,159.23,160.47,18997321,112847,160.06195,77.52,77.62,77.25,77.59,17824948,79154,77.461983,1005.59,1011.4699,1004.38,1009.13,2319792,38686,1008.287303,350.91,356.22,350.07,355.75,3293345,37168,353.991756,1007.44,1014.56,1006.05,1011.0,1012998,19738,1010.042484
2017-10-18,160.42,160.71,159.6,159.76,16374164,99901,160.092392,77.65,77.85,77.37,77.61,13300803,77677,77.662999,1009.27,1022.31,996.55,997.0,2499681,43922,1003.207163,355.97,363.0,354.13,359.65,4939074,51774,360.190026,1011.05,1016.3091,1005.32,1012.74,1279780,26366,1012.226197
2017-10-19,156.75,157.08,155.02,155.98,42584641,243468,155.848395,77.48,77.93,77.35,77.91,15092758,96653,77.71185,990.0,991.05,980.24,986.61,3108203,60523,985.978743,355.56,357.1465,348.2,351.81,5061847,56353,351.566008,1004.75,1007.322,997.3,1001.84,1714245,31919,1001.789432
2017-10-20,157.05,157.75,155.96,156.25,23974146,133530,156.868802,78.32,78.97,78.22,78.81,22866427,101959,78.677741,993.53,994.62,982.0,982.91,2365152,42634,987.839082,352.54,354.55,344.34,345.1,4930395,56457,347.594868,1007.05,1008.65,1002.27,1005.07,1606041,26961,1005.116522
2017-10-23,156.9,157.69,155.5,156.17,22084925,128362,156.563084,79.0,79.34,78.76,78.83,20628274,110774,78.991526,986.73,986.775,962.5,966.3,3494121,64225,971.616805,349.88,349.95,336.25,337.02,5747608,60884,343.251364,1005.18,1005.7938,983.1,985.54,1639374,31027,990.683562
2017-10-24,156.26,157.42,156.2,157.1,17757230,109317,156.941426,78.9,79.2,78.46,78.86,17517457,99023,78.89247,969.65,979.85,965.0,975.9,2724090,49578,975.462139,339.49,342.8,336.16,337.34,4496672,51848,339.040551,986.5,989.26,977.08,988.49,1475129,27586,986.302495
2017-10-25,156.91,157.55,155.27,156.41,21789037,130542,156.380825,78.6,79.1,78.01,78.63,20410908,129849,78.577485,978.0,984.44,966.24,972.91,3047217,53129,975.512009,336.59,337.5,323.56,325.84,8594073,83050,329.805926,986.27,994.43,977.722,991.46,1657110,29778,987.485517
2017-10-26,157.38,157.8295,156.78,157.41,17000634,101045,157.449805,79.25,79.42,78.75,78.76,32120717,166179,79.209647,980.33,982.9,968.55,972.43,5619855,90329,997.351132,327.42,330.23,323.2,326.17,5023508,55502,326.229057,998.69,1006.51,990.47,991.42,2371374,52479,1002.206892
2017-10-27,159.27,163.6,158.7,163.05,44468153,269617,161.711889,84.29,86.2,83.61,83.81,71071729,413495,84.582337,1056.89,1105.58,1050.55,1100.95,16565630,250668,1083.28703,320.0,324.59,316.66,320.87,6969823,82159,320.364436,1027.75,1063.62,1026.85,1033.67,5257593,91840,1044.145277
2017-10-30,164.0,168.07,163.72,166.72,44783229,267202,166.439992,83.8,84.325,83.105,83.89,31759468,185084,83.816379,1095.4,1122.79,1093.56,1110.85,6613064,115719,1109.12665,319.18,323.78,317.25,320.08,4254378,48742,320.699537,1029.16,1039.83,1022.33,1033.13,2340172,46922,1031.694098
2017-10-31,167.92,169.6499,166.94,169.04,36070445,199384,168.609022,84.36,84.36,83.11,83.18,27093475,147102,83.480223,1109.0,1110.54,1101.1201,1105.28,3476968,55945,1105.775876,320.43,331.95,320.18,331.53,5673424,61334,326.756937,1033.0,1041.0,1026.295,1033.04,1516298,30586,1033.150814
2017-11-01,169.88,169.94,165.61,166.89,33638072,209941,167.188415,83.67,83.76,82.88,83.18,22307371,144582,83.240727,1105.4,1108.97,1096.74,1103.68,3755927,62863,1102.41773,332.34,332.6089,320.26,321.08,8457356,103427,321.100999,1035.99,1047.86,1034.0,1042.595,2163073,43079,1043.132132
2017-11-02,167.58,168.5,165.28,168.11,41394328,249912,168.444532,83.28,84.46,83.12,84.05,23992945,150716,83.863211,1097.81,1101.935,1086.8691,1094.22,3684876,61153,1094.569939,300.0,308.69,292.63,299.26,19825936,221570,299.771739,1040.1,1045.52,1028.66,1042.97,1334697,28946,1039.206287
2017-11-03,174.1,174.26,171.12,172.5,59402471,336014,172.719018,84.16,84.54,83.4,84.14,17634103,110785,84.029176,1091.15,1112.68,1088.52,1111.6,3752548,55799,1101.448691,299.5,306.25,295.13,306.09,8893974,96532,300.254976,1042.75,1050.66,1037.65,1049.99,1389021,26960,1046.525289
2017-11-06,172.21,174.99,171.72,174.25,35026850,194183,173.981439,84.21,84.7,84.0825,84.47,19860852,114548,84.404542,1109.2,1125.41,1108.77,1120.66,3381147,57479,1120.412429,307.0,307.5,299.01,302.78,6483309,71098,301.644604,1047.85,1052.59,1042.0,1042.68,914748,22047,1046.364498
2017-11-07,174.0,175.25,173.6,174.81,24614898,145916,174.621145,84.81,84.9,83.93,84.27,17939927,107011,84.217117,1124.74,1130.6,1117.5,1123.17,2689102,46564,1123.471143,301.02,306.5,300.03,306.05,5294274,56542,302.631591,1047.22,1053.41,1043.0,1052.39,1305229,26158,1049.128701
2017-11-08,174.73,176.24,174.33,176.24,24410342,135164,175.506,84.18,84.61,83.83,84.56,18625846,90296,84.324261,1122.68,1135.54,1119.11,1132.88,2625974,44030,1129.065874,305.5,306.89,301.3001,304.39,4728671,48053,303.651906,1050.05,1062.691,1047.05,1058.29,1264815,23811,1055.998973
2017-11-09,175.12,176.095,173.14,175.88,29984729,167083,175.082829,84.11,84.27,82.9,84.09,21178356,143000,83.711945,1127.37,1129.6209,1115.77,1129.13,3737352,61529,1124.721983,302.53,304.46,296.3,302.99,5460947,58215,300.756273,1050.0,1050.88,1035.85,1047.72,1796244,35913,1043.175958
2017-11-10,175.07,175.38,174.27,174.67,25145721,114343,174.830655,83.79,84.095,83.23,83.87,19443116,92057,83.680822,1126.1,1131.75,1124.06,1125.35,2184623,36788,1126.679632,302.31,308.36,301.85,302.99,4626304,45473,304.233042,1043.87,1046.63,1041.22,1044.15,972127,20244,1043.882111
2017-11-13,173.5,174.5,173.4,173.97,17009480,113812,174.031218,83.66,83.94,83.46,83.93,14198569,77284,83.756954,1123.0,1139.9,1122.34,1129.17,2918439,50604,1133.863271,300.13,316.8,299.11,315.4,7594094,81686,310.296906,1040.8,1048.74,1039.26,1041.2,940721,18804,1043.584637
2017-11-14,173.05,173.48,171.18,171.34,24782946,154293,172.233234,83.5,84.1,82.98,84.05,18801780,121163,83.626049,1130.11,1138.0,1123.89,1136.84,3138573,46968,1132.420936,315.0,316.35,306.9,308.7,5676076,55917,310.501803,1037.72,1042.3,1029.33,1041.64,1150566,19647,1038.527246
2017-11-15,169.87,170.3197,168.38,169.08,29288515,175240,169.358127,83.47,83.69,82.69,82.98,19567488,100030,83.145473,1127.01,1131.75,1121.63,1126.69,3938471,60259,1125.978652,306.64,312.49,301.5,311.3,5982685,53954,308.555119,1035.0,1039.63,1030.76,1036.41,912579,19232,1036.305721
2017-11-16,171.18,171.87,170.3,171.1,23638473,133303,171.193524,83.13,83.42,82.94,83.2,20962750,120124,83.197839,1130.16,1138.16,1130.05,1137.29,2213338,38740,1135.608211,313.99,318.14,311.3,312.5,5822073,60107,314.894877,1040.0,1051.76,1038.0,1048.47,1188797,22712,1047.257074
2017-11-17,170.89,171.39,169.64,170.15,21900015,130140,170.393943,83.06,83.12,82.24,82.4,22079116,117176,82.535618,1137.01,1138.8,1125.8101,1129.88,2415813,41970,1133.126764,326.0,326.67,313.15,315.05,13787039,136242,318.163279,1049.8,1051.0,1033.73,1035.89,1335610,27045,1040.250571
2017-11-20,170.29,170.56,169.56,169.98,16262789,95572,170.000606,82.4,82.59,82.25,82.53,16315059,91719,82.476534,1129.3,1133.42,1122.55,1126.31,2163855,40394,1127.121838,313.79,315.5,304.75,308.74,8247753,81075,307.91854,1036.0,1038.695,1032.675,1034.66,876321,18150,1035.200866
2017-11-21,171.0,173.7,170.78,173.14,25131295,137407,172.945834,83.0,83.84,82.74,83.72,21271254,93763,83.606019,1132.69,1140.0,1128.2,1139.49,2486709,46083,1136.244184,310.68,318.23,308.71,317.81,7296732,69382,314.991916,1040.04,1050.39,1039.14,1050.3,1110349,24878,1047.093993
2017-11-22,173.35,175.0,173.05,174.96,25589080,130437,174.322524,83.83,83.9,83.04,83.11,20553129,91295,83.262946,1141.21,1160.27,1141.0,1156.16,3555274,59147,1151.39683,316.77,317.42,311.84,312.6,4917636,48176,313.721212,1051.16,1055.43,1047.25,1051.92,726899,17710,1051.010355
2017-11-24,175.04,175.5,174.6459,174.97,14446088,64847,175.096149,83.02,83.43,82.78,83.26,7425603,42583,83.175816,1163.29,1186.84,1160.7,1186.0,3528018,55256,1175.946413,313.28,316.41,311.0,315.55,3244065,30179,314.339344,1052.16,1060.07,1051.92,1056.52,825369,15697,1057.122764
2017-11-27,174.97,175.08,173.34,174.09,20966823,118217,174.270338,83.38,83.98,83.3,83.87,18266142,100270,83.810489,1202.74,1213.41,1191.15,1195.83,6744577,107986,1202.013081,313.25,317.34,309.51,316.81,4555994,48933,313.987102,1058.57,1073.035,1054.7713,1072.01,1772437,31682,1067.380506
2017-11-28,174.16,174.87,171.86,173.07,26429128,140184,173.226184,84.02,85.06,84.02,84.88,21925968,122655,84.718504,1204.0,1205.34,1188.521,1193.6,4559458,79470,1196.57683,316.79,320.0,313.92,317.55,4949491,52934,317.601484,1073.99,1080.0,1054.54,1063.29,1821191,34995,1066.922068
2017-11-29,172.56,172.92,167.16,169.48,41741463,285317,169.417131,84.83,84.9172,83.175,83.34,27381557,191093,83.808898,1194.01,1194.8,1145.19,1161.27,9257564,155495,1162.353585,317.3,318.0,301.23,307.54,8771598,84358,308.467993,1056.18,1058.77,1029.6533,1037.38,2793332,55419,1038.957504
2017-11-30,170.48,172.14,168.44,171.85,41580532,194002,171.164575,83.62,84.52,83.34,84.17,33084911,153944,84.055912,1167.1,1178.5701,1160.0,1176.75,4509997,75525,1172.788955,308.92,310.7,304.54,308.85,4351839,43674,308.010238,1039.94,1044.1399,1030.07,1036.17,2255074,41197,1036.461849
2017-12-01,169.96,171.67,168.5,171.05,39759533,230319,170.496876,83.52,84.81,83.22,84.26,29532132,204682,84.030646,1172.05,1179.65,1152.0,1162.35,4107235,72618,1164.920181,305.44,310.32,305.05,306.53,4296774,45588,307.116517,1030.41,1037.245,1016.9,1025.07,1888081,41278,1025.536246
2017-12-04,172.45,172.62,169.63,169.8,32570104,208566,170.958158,84.41,84.4299,80.7,81.08,39145281,242612,81.892508,1173.85,1175.2,1128.0,1133.95,5931915,102780,1145.454666,306.26,308.265,300.61,305.2,5835140,58546,305.02741,1027.8,1031.34,1009.22,1011.87,1938861,40008,1017.397486
2017-12-05,169.15,171.52,168.4,169.64,27650864,172743,170.227858,81.31,82.68,80.9801,81.59,26152386,163231,81.856015,1127.31,1159.27,1124.74,1141.57,4079774,68384,1145.782353,302.0,308.0,301.0,303.7,4658220,43672,304.770882,1009.05,1036.68,1002.315,1019.6,1949865,40415,1023.959803
2017-12-06,167.5,170.2047,166.46,169.01,28591156,179984,168.99091,81.58,83.14,81.43,82.78,26161805,128525,82.68713,1138.28,1155.89,1136.08,1152.35,2853315,49352,1148.933208,300.01,313.39,300.0,313.26,7195075,66617,307.602268,1016.0,1039.58,1015.31,1032.72,1435549,29012,1031.82089
2017-12-07,169.0,170.44,168.91,169.32,25673562,161097,169.620683,82.58,82.8,82.0,82.49,23184602,126819,82.424721,1156.59,1163.19,1151.0,1159.79,2511569,43888,1158.548061,312.0,318.6341,311.05,311.24,4785117,54335,314.389727,1036.07,1048.92,1035.36,1044.57,1543308,28987,1044.326481
2017-12-08,170.24,171.0,168.82,169.37,23355763,130253,169.762219,83.41,84.58,83.33,84.16,24489573,133620,84.104184,1170.4,1172.79,1157.1,1162.0,3050174,49250,1165.533403,314.33,316.98,311.26,315.13,3468458,40707,314.671673,1052.0,1056.42,1045.86,1049.38,1558472,27371,1051.090123
2017-12-11,169.05,172.89,168.79,172.67,35273794,177590,171.876073,84.27,85.37,84.12,85.23,22857862,111389,84.993935,1164.6,1169.9,1157.0,1168.92,2363873,42172,1165.917148,313.75,329.01,313.75,328.91,7937981,77140,324.809427,1051.11,1056.0,1044.12,1051.97,1162694,25186,1051.279578
2017-12-12,172.15,172.39,171.461,171.7,19478927,129481,171.898497,85.34,86.05,85.08,85.58,24034506,141174,85.582524,1167.5,1173.6,1161.61,1165.08,2241270,42000,1167.210543,330.45,341.44,330.03,341.03,8737619,90043,336.946811,1050.0,1062.5,1044.87,1048.77,1698068,33619,1053.742367
2017-12-13,172.5,173.54,172.0,172.27,23818578,137312,172.754097,85.74,86.0,85.17,85.35,22062789,132758,85.500391,1170.0,1170.87,1160.27,1164.13,2617943,43593,1164.664943,340.93,344.22,336.5,339.03,6233261,63408,340.540945,1052.08,1055.48,1046.58,1051.39,1384038,28023,1051.664304
2017-12-14,172.43,173.13,171.65,172.22,20776568,138965,172.286947,85.72,85.8739,84.53,84.69,19306114,117598,84.949921,1163.71,1177.93,1162.45,1174.26,3250875,49837,1173.172301,341.01,347.44,336.9,337.89,5803389,61568,342.859031,1055.49,1067.08,1053.595,1057.47,1558369,32423,1060.570687
2017-12-15,173.68,174.17,172.46,173.97,40463368,155583,173.552051,85.38,87.09,84.88,86.85,54394046,178752,86.278082,1182.75,1182.75,1169.33,1179.14,4782513,53780,1177.941506,342.93,343.9,335.76,343.45,6937731,59644,340.73315,1066.96,1075.25,1060.0901,1072.0,3201272,38837,1069.64017
2017-12-18,174.89,177.2,174.86,176.42,29429210,163235,176.391283,87.33,87.4999,86.23,86.38,22293632,126232,86.629088,1187.37,1194.78,1180.91,1190.58,2948157,52846,1189.858784,344.9,346.73,337.58,338.87,5476337,54794,342.134318,1076.45,1086.49,1070.37,1085.09,1535007,31907,1082.13664
2017-12-19,174.69,175.39,174.09,174.54,27450657,166256,174.622437,86.35,86.35,85.27,85.83,23524787,120859,85.713027,1189.15,1192.97,1179.1401,1187.38,2587862,49448,1185.172305,340.26,341.4925,330.3,331.1,6825595,67238,334.098332,1083.02,1084.975,1072.2704,1079.78,1317538,28012,1078.68804
2017-12-20,174.87,175.42,173.25,174.35,23475679,142781,174.253211,86.16,86.3,84.71,85.52,23749176,117542,85.30467,1190.5,1191.0,1176.0,1177.62,2551191,41572,1180.218806,332.69,333.1,325.04,328.98,6046791,60379,329.054732,1080.92,1081.235,1068.6,1073.56,1436391,28852,1073.053548
2017-12-21,174.19,176.02,174.1,175.01,20950319,117957,175.232624,86.05,86.1,85.4,85.5,17990806,89739,85.721842,1177.0,1179.17,1167.64,1174.76,2123327,41280,1174.306587,329.59,333.74,327.21,331.66,4385478,40198,330.653864,1075.39,1077.52,1069.0,1070.85,1282107,25235,1072.419856
2017-12-22,174.68,175.424,174.5,175.01,16360307,97114,175.03523,85.4,85.63,84.92,85.51,14145961,72735,85.330985,1172.08,1174.6199,1167.8301,1168.36,1585082,30577,1170.087587,329.99,330.9214,324.82,325.2,4215807,46156,328.030776,1070.0,1071.72,1067.64,1068.86,889561,19159,1069.350102
