,AAPL,MSFT,AMZN,TSLA,GOOGL
,close,close,close,close,close
2021-03-09,121.085,233.78,3062.85,673.58,2040.36
2021-03-10,119.98,232.42,3057.64,668.06,2036.19
2021-03-11,121.96,237.13,3113.59,699.6,2100.54
2021-03-12,121.03,235.75,3089.49,693.73,2050.0
2021-03-15,123.99,234.81,3081.68,707.94,2054.44
2021-03-16,125.57,237.71,3091.86,676.88,2083.89
2021-03-17,124.76,237.04,3135.73,701.81,2082.22
2021-03-18,120.53,230.72,3027.99,653.16,2021.34
2021-03-19,119.99,230.35,3074.96,654.87,2026.96
2021-03-22,123.39,235.99,3110.87,670.0,2030.69
2021-03-23,122.54,237.58,3137.5,662.16,2041.33
2021-03-24,120.09,235.46,3087.07,630.27,2032.53
2021-03-25,120.59,232.34,3046.26,640.39,2032.46
2021-03-26,121.21,236.48,3052.03,618.71,2024.73
2021-03-29,121.39,235.24,3075.73,611.29,2045.79
2021-03-30,119.9,231.85,3055.29,635.62,2046.47
2021-03-31,122.15,235.77,3094.08,667.93,2062.52
2021-04-01,123.0,242.35,3161.0,661.75,2129.78
2021-04-05,125.9,249.07,3226.73,691.05,2218.96
2021-04-06,126.21,247.86,3223.82,691.62,2209.26
2021-04-07,127.9,249.9,3279.39,670.97,2239.03
2021-04-08,130.36,253.25,3299.3,683.8,2250.43
2021-04-09,132.995,255.85,3372.2,677.02,2270.67
2021-04-12,131.37,255.83,3381.45,701.1,2245.18
2021-04-13,134.4026,258.49,3398.21,762.35,2253.21
2021-04-14,132.03,255.81,3333.0,732.73,2241.92
2021-04-15,134.5,259.56,3378.63,738.7,2285.385
2021-04-16,134.065,260.57,3398.46,739.395,2282.96
2021-04-19,134.88,258.91,3373.91,714.98,2290.73
2021-04-20,133.12,258.28,3332.07,718.79,2277.22
2021-04-21,133.49,260.62,3361.56,743.91,2278.34
2021-04-22,131.94,257.17,3309.04,719.69,2252.52
2021-04-23,134.32,261.15,3340.88,729.4,2299.93
2021-04-26,134.72,261.55,3409.0,738.2,2309.93
2021-04-27,134.39,261.97,3417.43,704.74,2290.98
2021-04-28,133.58,254.56,3458.5,694.4,2359.04
2021-04-29,133.48,252.51,3471.31,677.0,2392.76
2021-04-30,131.46,252.18,3467.42,709.44,2353.5
2021-05-03,132.54,251.86,3386.49,684.9,2343.08
2021-05-04,127.85,247.79,3311.87,673.6,2306.83
2021-05-05,128.1,246.47,3270.54,670.94,2314.77
2021-05-06,129.72,249.71,3306.37,663.7,2337.18
2021-05-07,130.21,252.46,3291.61,672.37,2351.93
2021-05-10,126.85,247.18,3190.49,629.04,2291.75
2021-05-11,125.91,246.23,3223.91,617.2,2270.06
2021-05-12,122.82,239.03,3153.45,589.8903,2200.25
2021-05-13,124.94,242.98,3162.61,571.4,2229.05
2021-05-14,127.45,248.15,3222.9,589.72,2278.38
2021-05-17,126.27,245.18,3270.39,576.83,2288.92
2021-05-18,124.85,243.08,3232.28,577.87,2262.47
2021-05-19,124.69,243.12,3231.8,563.46,2271.5
2021-05-20,127.31,246.48,3247.68,586.78,2306.95
2021-05-21,125.43,245.17,3203.08,580.88,2294.13
2021-05-24,127.1,250.78,3244.99,606.44,2361.04
2021-05-25,126.9,251.72,3259.05,604.69,2362.87
2021-05-26,126.85,251.49,3265.16,619.13,2380.31
2021-05-27,125.28,249.31,3230.11,630.85,2362.68
2021-05-28,124.61,249.68,3223.07,625.22,2356.85
2021-06-01,124.28,247.4,3218.65,623.9,2381.18
2021-06-02,125.06,247.3,3233.99,605.12,2370.59
2021-06-03,123.54,245.71,3187.01,572.84,2347.58
2021-06-04,125.89,250.79,3206.22,599.05,2393.57
2021-06-07,125.9,253.81,3198.01,605.13,2402.3
2021-06-08,126.74,252.57,3264.11,603.59,2398.44
2021-06-09,127.13,253.59,3281.15,598.78,2407.94
2021-06-10,126.11,257.24,3349.65,610.12,2435.13
2021-06-11,127.35,257.89,3346.83,609.89,2430.2
2021-06-14,130.48,259.89,3383.87,617.69,2448.91
2021-06-15,129.64,258.36,3383.13,599.36,2428.39
2021-06-16,130.15,257.38,3415.25,604.87,2415.45
2021-06-17,131.79,260.9,3489.24,616.6,2434.87
2021-06-18,130.46,259.43,3486.9,623.31,2402.22
2021-06-21,132.3,262.63,3453.96,620.83,2436.25
2021-06-22,133.98,265.51,3505.44,623.71,2446.61
2021-06-23,133.7,265.275,3503.82,656.57,2442.54
2021-06-24,133.41,266.69,3449.08,679.82,2450.0
2021-06-25,133.11,265.02,3401.46,671.87,2450.17
2021-06-28,134.78,268.72,3443.89,688.72,2450.72
2021-06-29,136.33,271.4,3448.14,680.76,2445.45
2021-06-30,136.96,270.9,3440.16,679.7,2441.79
2021-07-01,137.27,271.6,3432.97,677.92,2448.89
2021-07-02,139.96,277.65,3510.98,678.9,2505.15
2021-07-06,142.02,277.66,3675.74,659.58,2523.8
2021-07-07,144.57,279.93,3696.58,644.65,2529.48
2021-07-08,143.24,277.42,3731.41,652.81,2500.88
2021-07-09,145.11,277.94,3719.34,656.95,2510.37
2021-07-12,144.5,277.32,3718.55,685.7,2539.51
2021-07-13,145.64,280.98,3677.36,668.54,2546.83
2021-07-14,149.15,282.51,3681.68,653.38,2564.74
2021-07-15,148.48,281.03,3631.2,650.6,2540.1
2021-07-16,146.39,280.75,3573.63,644.22,2539.4
2021-07-19,142.45,277.01,3549.59,646.22,2491.56
2021-07-20,146.15,279.32,3573.19,660.5,2524.19
2021-07-21,145.4,281.4,3585.2,655.29,2550.98
2021-07-22,146.8,286.14,3638.03,649.26,2568.43
2021-07-23,148.56,289.67,3656.64,643.38,2660.3
2021-07-26,148.99,289.05,3699.82,657.62,2680.7
2021-07-27,146.77,286.54,3626.39,644.78,2638.0
2021-07-28,144.98,286.22,3630.32,646.98,2721.88
2021-07-29,145.64,286.5,3599.92,677.35,2715.55
2021-07-30,145.86,284.91,3327.59,687.2,2694.53
2021-08-02,145.52,284.82,3331.48,709.67,2697.09
2021-08-03,147.36,287.12,3366.24,709.74,2712.6
2021-08-04,146.95,286.51,3354.72,710.92,2702.51
2021-08-05,147.06,289.52,3375.99,714.63,2725.03
2021-08-06,146.14,289.46,3344.94,699.1,2714.77
2021-08-09,146.09,288.33,3341.87,713.76,2738.26
2021-08-10,145.6,286.44,3320.68,709.99,2736.14
2021-08-11,145.86,286.95,3292.11,707.82,2725.58
2021-08-12,148.89,289.81,3303.5,722.25,2743.88
2021-08-13,149.1,292.85,3293.97,717.17,2754.55
2021-08-16,151.12,294.6,3298.99,686.17,2766.19
2021-08-17,150.19,293.08,3241.96,665.71,2733.23
2021-08-18,146.36,290.73,3201.22,688.99,2708.98
2021-08-19,146.7,296.77,3187.75,673.47,2713.6
2021-08-20,148.19,304.36,3199.95,680.26,2748.59
2021-08-23,149.71,304.65,3265.87,706.3,2800.83
2021-08-24,149.62,302.62,3305.78,708.49,2825.23
2021-08-25,148.36,302.01,3299.18,711.2,2841.58
2021-08-26,147.54,299.09,3316.0,701.16,2828.81
2021-08-27,148.6,299.72,3349.63,711.92,2880.08
2021-08-30,153.12,303.59,3421.57,730.91,2891.81
2021-08-31,151.83,301.88,3470.79,735.72,2893.95
2021-09-01,152.51,301.83,3479.0,734.09,2904.31
2021-09-02,153.65,301.15,3463.12,732.39,2865.74
2021-09-03,154.3,301.14,3478.05,733.57,2874.79
2021-09-07,156.69,300.18,3509.29,752.92,2885.61
2021-09-08,155.11,300.21,3525.5,753.87,2873.82
2021-09-09,154.07,297.25,3484.16,754.86,2870.82
2021-09-10,148.97,295.71,3469.15,736.27,2817.52
2021-09-13,149.55,296.99,3457.17,743.0,2846.65
2021-09-14,148.12,299.79,3450.0,744.49,2850.89
2021-09-15,149.03,304.82,3475.79,755.83,2888.59
2021-09-16,148.79,305.22,3488.24,756.99,2872.2
2021-09-17,146.06,299.87,3462.52,759.49,2816.0
2021-09-20,142.94,294.3,3355.73,730.17,2774.39
2021-09-21,143.43,294.8,3343.63,739.38,2780.66
2021-09-22,145.85,298.58,3380.05,751.94,2805.67
2021-09-23,146.83,299.56,3416.0,753.64,2824.32
2021-09-24,146.92,299.35,3425.52,774.39,2844.3
2021-09-27,145.37,294.17,3405.8,791.36,2821.44
2021-09-28,141.91,283.52,3315.96,777.56,2716.6
2021-09-29,142.83,284.0,3301.12,781.31,2687.07
2021-09-30,141.5,281.92,3285.04,775.48,2673.52
2021-10-01,142.65,289.1,3283.26,775.22,2730.86
2021-10-04,139.14,283.11,3189.78,781.53,2673.19
2021-10-05,141.11,288.76,3221.0,780.59,2720.46
2021-10-06,142.0,293.11,3262.01,782.75,2751.3
2021-10-07,143.29,294.85,3302.43,793.61,2784.5
2021-10-08,142.9,294.85,3288.62,785.49,2795.71
2021-10-11,142.81,294.23,3246.3,791.94,2778.28
2021-10-12,141.51,292.88,3247.33,805.72,2728.98
2021-10-13,140.91,296.31,3284.28,811.08,2751.64
2021-10-14,143.76,302.75,3299.86,818.32,2823.02
2021-10-15,144.84,304.21,3409.02,843.03,2827.36
2021-10-18,146.55,307.29,3446.74,870.11,2855.56
2021-10-19,148.76,308.23,3444.15,864.27,2864.74
2021-10-20,149.26,307.41,3415.06,865.8,2835.38
2021-10-21,149.48,310.76,3435.01,894.0,2837.72
2021-10-22,148.69,309.16,3335.55,909.68,2751.33
2021-10-25,148.64,308.13,3320.37,1024.86,2748.94
2021-10-26,149.32,310.11,3376.07,1018.43,2786.17
2021-10-27,148.85,323.17,3392.49,1037.86,2924.35
2021-10-28,152.57,324.35,3446.57,1077.04,2916.98
2021-10-29,149.8,331.62,3372.43,1114.0,2960.92
2021-11-01,148.96,329.37,3318.11,1208.59,2869.94
2021-11-02,150.02,333.13,3312.75,1172.0,2908.65
2021-11-03,151.49,334.0,3384.0,1213.86,2931.96
2021-11-04,150.96,336.44,3477.0,1229.91,2965.35
2021-11-05,151.28,336.06,3518.99,1222.09,2977.04
2021-11-08,150.44,336.99,3488.98,1162.94,2980.62
2021-11-09,150.81,335.95,3576.23,1023.5,2978.37
2021-11-10,147.92,330.8,3482.05,1067.95,2917.87
2021-11-11,147.87,332.43,3472.5,1063.51,2915.33
2021-11-12,149.99,336.72,3525.15,1033.42,2973.56
2021-11-15,150.0,336.07,3545.68,1013.39,2969.04
2021-11-16,151.0,339.51,3540.7,1054.73,2957.52
2021-11-17,153.49,339.12,3549.0,1089.01,2960.94
2021-11-18,157.87,341.27,3696.06,1096.38,2996.77
2021-11-19,160.55,343.11,3676.57,1137.06,2978.53
2021-11-22,161.02,339.83,3572.57,1156.87,2926.04
2021-11-23,161.41,337.68,3580.04,1109.03,2915.64
2021-11-24,161.94,337.91,3580.41,1116.0,2922.4
2021-11-26,156.81,329.68,3504.56,1081.92,2843.66
2021-11-29,160.24,336.63,3561.57,1136.99,2910.61
2021-11-30,165.3,330.59,3507.07,1144.76,2837.95
2021-12-01,164.77,330.08,3443.72,1095.0,2821.03
2021-12-02,163.76,329.49,3437.36,1084.6,2859.32
2021-12-03,161.84,323.01,3389.79,1014.97,2840.03
2021-12-06,165.32,326.19,3427.37,1009.01,2863.1
2021-12-07,171.18,334.92,3523.29,1051.75,2945.39
2021-12-08,175.08,334.97,3523.16,1068.96,2963.73
2021-12-09,174.56,333.1,3483.42,1003.8,2952.77
2021-12-10,179.45,342.54,3444.24,1017.03,2960.03
2021-12-13,175.74,339.4,3391.35,966.41,2916.53
2021-12-14,174.33,328.34,3381.83,958.51,2878.14
2021-12-15,179.3,334.65,3466.3,975.99,2928.82
2021-12-16,172.26,324.9,3377.42,926.92,2888.9
2021-12-17,171.14,323.8,3400.35,932.57,2834.5
2021-12-20,169.75,319.91,3341.58,899.94,2832.14
2021-12-21,172.99,327.29,3408.34,938.53,2869.45
2021-12-22,175.64,333.2,3420.74,1008.87,2928.3
2021-12-23,176.28,334.69,3421.37,1067.0,2938.33
2021-12-27,180.33,342.45,3393.39,1093.94,2958.13
2021-12-28,179.29,341.25,3413.22,1088.47,2933.74
2021-12-29,179.38,341.95,3384.02,1086.19,2933.1
2021-12-30,178.2,339.32,3372.89,1070.34,2924.01
2021-12-31,177.57,336.32,3334.34,1056.78,2897.04
2022-01-03,182.01,334.75,3408.09,1199.78,2899.83
2022-01-04,179.7,329.01,3350.44,1149.59,2887.99
2022-01-05,174.835,316.38,3288.0,1088.12,2755.145
2022-01-06,172.0,313.88,3265.08,1064.7,2754.95
2022-01-07,172.17,314.04,3251.08,1026.96,2740.34
2022-01-10,172.19,314.27,3229.72,1058.12,2773.39
2022-01-11,175.08,314.98,3307.24,1064.4,2794.72
2022-01-12,175.53,318.27,3304.14,1106.22,2828.61
2022-01-13,172.19,304.8,3224.28,1031.56,2771.74
2022-01-14,173.07,310.2,3242.76,1049.61,2789.61
2022-01-18,169.8,302.65,3178.35,1030.51,2719.96
2022-01-19,166.23,303.33,3125.98,995.65,2702.33
2022-01-20,164.51,301.6,3033.35,996.27,2666.15
2022-01-21,162.41,296.03,2852.86,943.9,2607.03
2022-01-24,161.62,296.37,2890.88,930.0,2616.08
2022-01-25,159.78,288.49,2799.72,918.4,2538.7
2022-01-26,159.69,296.71,2777.45,937.41,2584.66
2022-01-27,159.22,299.84,2792.75,829.1,2580.1
2022-01-28,170.33,308.26,2879.56,846.35,2667.02
2022-01-31,174.78,310.98,2991.47,936.72,2706.07
2022-02-01,174.61,308.76,3023.87,931.25,2752.88
2022-02-02,175.84,313.46,3012.25,905.66,2960.0
2022-02-03,172.9,301.25,2776.91,891.14,2861.8
2022-02-04,172.39,305.94,3152.79,923.32,2865.86
2022-02-07,171.66,300.95,3158.71,907.34,2784.02
2022-02-08,174.83,304.56,3228.27,922.0,2787.98
2022-02-09,176.28,311.21,3223.79,932.0,2831.84
2022-02-10,172.12,302.38,3180.07,904.55,2772.4
2022-02-11,168.64,295.04,3065.87,860.0,2685.65
2022-02-14,168.88,295.0,3103.34,875.76,2710.52
2022-02-15,172.79,300.47,3130.21,922.43,2732.17
2022-02-16,172.55,299.5,3162.01,923.39,2754.76
2022-02-17,168.88,290.73,3093.05,876.35,2650.78
2022-02-18,167.3,287.93,3052.03,856.98,2608.06
2022-02-22,164.32,287.72,3003.95,821.53,2596.27
2022-02-23,160.07,280.27,2896.54,764.04,2551.76
2022-02-24,162.74,294.59,3027.16,800.77,2653.82
2022-02-25,164.85,297.31,3075.77,809.87,2689.19
2022-02-28,165.12,298.79,3071.26,870.43,2701.14
2022-03-01,163.2,294.95,3022.84,864.37,2681.23
2022-03-02,166.56,300.19,3041.05,879.89,2691.43
2022-03-03,166.23,295.92,2957.97,839.29,2677.99
2022-03-04,163.17,289.86,2912.82,838.29,2638.13
2022-03-07,159.3,278.91,2749.06,804.58,2527.57
2022-03-08,157.44,275.85,2720.29,824.4,2542.09
2022-03-09,162.95,288.5,2785.58,858.97,2668.4
2022-03-10,158.52,285.59,2936.35,838.3,2648.59
2022-03-11,154.73,280.07,2910.49,795.35,2597.41
2022-03-14,150.62,276.44,2837.06,766.03,2519.02
2022-03-15,155.09,287.15,2947.33,801.89,2583.96
2022-03-16,159.59,294.39,3062.08,840.23,2665.61
2022-03-17,160.62,295.22,3144.78,871.6,2676.78
2022-03-18,163.98,300.43,3225.01,905.39,2722.51
2022-03-21,165.38,299.16,3229.83,921.16,2722.03
2022-03-22,168.82,304.06,3297.78,993.98,2797.36
2022-03-23,170.21,299.49,3268.16,999.11,2765.51
2022-03-24,174.07,304.1,3272.99,1013.92,2831.44
2022-03-25,174.72,303.68,3295.47,1010.64,2833.46
2022-03-28,175.6,310.7,3379.81,1091.84,2829.11
2022-03-29,178.96,315.41,3386.3,1099.57,2850.11
2022-03-30,177.77,313.86,3326.02,1093.99,2838.77
2022-03-31,174.61,308.31,3259.95,1077.6,2781.35
2022-04-01,174.31,309.42,3271.2,1084.59,2803.01
2022-04-04,178.44,314.97,3366.93,1145.45,2859.43
2022-04-05,175.06,310.88,3281.1,1091.26,2811.82
2022-04-06,171.59,299.5,3175.12,1045.76,2730.96
2022-04-07,172.14,301.37,3155.69,1057.26,2717.77
2022-04-08,170.09,296.97,3089.21,1025.49,2665.75
2022-04-11,165.75,285.26,3022.44,975.93,2576.47
2022-04-12,167.66,282.06,3015.75,986.95,2554.29
2022-04-13,170.4,287.62,3110.82,1022.37,2597.88
2022-04-14,165.29,279.83,3034.13,985.0,2534.6
2022-04-18,165.07,280.52,3055.7,1004.29,2553.53
2022-04-19,167.4,285.3,3162.31,1028.15,2600.18
2022-04-20,167.23,286.36,3079.96,977.2,2560.8
2022-04-21,166.42,280.81,2965.92,1008.78,2496.29
2022-04-22,161.79,274.03,2887.0,1005.05,2392.71
2022-04-25,162.88,280.72,2921.48,998.02,2461.48
2022-04-26,156.8,270.22,2787.82,876.42,2373.0
2022-04-27,156.57,283.22,2763.34,881.51,2285.89
2022-04-28,163.64,289.63,2891.93,877.51,2370.45
2022-04-29,157.65,277.52,2485.63,870.76,2282.19
2022-05-02,157.96,284.47,2490.0,902.94,2331.66
2022-05-03,159.48,281.78,2485.07,909.25,2346.68
2022-05-04,166.02,289.98,2518.57,952.62,2445.22
2022-05-05,156.77,277.35,2328.14,873.28,2330.11
