date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
4/01/2018,0.025184968,0.015949599,-0.012932563,0.030181943,0.096657809,0.004644952,0.00880139,0.004476001,-0.008289992,0.003884491
5/01/2018,0.147753119,0.027062993,0.038001824,-0.089647676,-0.086086479,0.011385309,0.012398117,0.016162501,0.006229737,0.013260203
8/01/2018,-0.066873082,0.041549516,-0.054591073,-0.279524489,-0.105383826,-0.003714286,0.001020524,0.01442472,0.062638196,0.003530609
9/01/2018,-0.018593385,0.148967992,-0.019057773,-0.125480907,-0.080367765,-0.000114712,-0.000679656,0.004675708,-0.008085372,-0.001274446
10/01/2018,-0.006116948,-0.011643606,-0.019046822,-0.08645377,-0.057446024,-0.00022945,-0.004534119,0.001301189,0.003326441,-0.002381402
11/01/2018,-0.09405346,-0.121832418,-0.080573109,-0.011517581,-0.108985094,0.005680188,0.002960601,0.017818277,0.009408602,0.001720504
12/01/2018,0.050441017,0.113372985,0.055062805,0.047662145,0.322858101,0.010326335,0.017257039,0.022339192,-0.0051191,0.016725867
16/01/2018,-0.186517112,-0.196342485,-0.21429936,-0.283079193,-0.223960874,-0.005082162,-0.013950893,-0.000260496,0.011421093,4.42E-05
17/01/2018,-0.026315503,-0.043267059,-0.002808984,0.080333013,0.017782994,0.016516261,0.020260328,-0.007556366,0.020878668,0.007429026
18/01/2018,0.013493372,0.013407244,0.030773841,0.248187676,0.033543823,0.000893356,-0.000443754,-0.001297297,-0.007460537,-0.002747783
19/01/2018,0.016339994,0.010449352,-0.000882323,-0.043459646,-0.008348291,-0.004462791,-0.001109878,0.000974237,0.015816815,0.006628696
22/01/2018,-0.060828774,-0.050535679,-0.060888524,-0.055861635,-0.075801916,-0.008181105,0.017888889,0.025282331,0.004399749,0.018067337
23/01/2018,-0.008878976,-0.008718437,-0.010443173,0.029315012,-0.028382685,0.000225989,0.003165593,0.026542405,0.003498692,0.010316451
24/01/2018,0.035167526,0.065762017,0.005209446,-0.006890952,0.106270125,-0.015928604,-0.000870511,-0.003691635,-0.019558378,-0.00414906
25/01/2018,-0.004598828,0.002305148,0.00052261,-0.017583209,0.023621735,-0.017850993,0.005554345,0.015056979,-0.023851513,0.009263291
26/01/2018,-0.016066203,-0.009927722,-0.02234768,-0.07352346,-0.029762604,0.002337678,0.018737139,0.017489749,0.015430636,0.004584905
29/01/2018,-0.043549309,-0.054706697,-0.065905088,-0.068463852,-0.060429872,-0.020698502,-0.001488412,0.011147962,0.019483739,-0.000909428
31/01/2018,-0.09963947,-0.089346603,-0.079665211,-0.133230715,-0.146666816,0.002754986,0.024477033,0.00909015,0.024550344,0.004119351
1/02/2018,0.012493412,0.045404308,-0.012997558,0.005714436,-0.00449389,0.002090426,-0.007893906,-0.041967344,-0.014281279,-0.000532896
2/02/2018,-0.103212234,-0.07672531,-0.122334685,-0.162394119,-0.175272342,-0.043390154,-0.026310206,0.028741007,-0.015748031,-0.052801733
5/02/2018,-0.075531273,-0.113520591,-0.021567713,-0.086656789,-0.118242353,-0.024984424,-0.041185443,-0.02793804,-0.030894545,-0.050759471
